media_v_viii,nota_finala_romana,nota_finala_matematica,media
8.96,5.15,7.10,6.12
8.96,5.70,6.10,5.90
8.96,6.00,5.15,5.57
8.96,6.25,5.65,5.95
8.96,6.40,6.70,6.55
8.96,6.60,6.00,6.30
8.96,6.85,4.25,5.55
8.96,7.05,6.15,6.60
8.96,7.20,4.80,6.00
8.96,7.35,7.55,7.45
8.96,7.55,8.00,7.77
8.96,7.85,6.20,7.02
8.96,8.05,5.35,6.70
8.96,8.40,5.25,6.82
8.96,9.10,7.65,8.37
8.97,5.15,4.10,4.62
8.97,5.60,5.50,5.55
8.97,5.95,6.75,6.35
8.97,6.30,6.10,6.20
8.97,6.55,4.90,5.72
8.97,6.70,6.75,6.72
8.97,6.90,5.95,6.42
8.97,7.10,5.95,6.52
8.97,7.30,6.60,6.95
8.97,7.55,8.15,7.85
8.97,7.80,4.50,6.15
8.97,8.00,6.05,7.02
8.97,8.20,7.95,8.07
8.97,8.50,6.85,7.67
8.98,4.20,5.50,4.85
8.98,5.40,5.00,5.20
8.98,5.80,8.00,6.90
8.98,6.10,6.45,6.27
8.98,6.35,5.30,5.82
8.98,6.60,4.30,5.45
8.98,6.75,8.25,7.50
8.98,6.95,5.30,6.12
8.98,7.10,7.75,7.42
8.98,7.30,6.90,7.10
8.98,7.50,5.30,6.40
8.98,7.70,7.50,7.60
8.98,7.95,7.55,7.75
8.98,8.20,8.35,8.27
8.98,8.75,7.45,8.10
8.99,4.90,4.65,4.77
8.99,5.70,5.70,5.70
8.99,6.00,5.80,5.90
8.99,6.25,2.50,4.37
8.99,6.40,6.95,6.67
8.99,6.65,5.60,6.12
8.99,6.85,4.10,5.47
8.99,7.10,4.50,5.80
8.99,7.30,4.05,5.67
8.99,7.50,6.45,6.97
8.99,7.70,6.85,7.27
8.99,7.90,7.45,7.67
8.99,8.15,5.50,6.82
8.99,8.55,5.35,6.95
8.99,9.45,8.95,9.20
9.00,5.05,7.00,6.02
9.00,5.65,5.95,5.80
9.00,6.05,5.20,5.62
9.00,6.30,4.85,5.57
9.00,6.45,5.35,5.90
9.00,6.60,7.20,6.90
9.00,6.75,5.20,5.97
9.00,6.90,7.10,7.00
9.00,7.10,6.40,6.75
9.00,7.30,7.15,7.22
9.00,7.50,6.30,6.90
9.00,7.70,8.45,8.07
9.00,7.90,8.00,7.95
9.00,8.25,6.15,7.20
9.00,8.60,6.05,7.32
9.01,4.65,7.40,6.02
9.01,5.55,4.20,4.87
9.01,5.95,6.55,6.25
9.01,6.20,4.90,5.55
9.01,6.40,7.20,6.80
9.01,6.65,5.40,6.02
9.01,6.85,5.20,6.02
9.01,7.05,6.85,6.95
9.01,7.35,6.15,6.75
9.01,7.55,4.00,5.77
9.01,7.75,8.95,8.35
9.01,8.00,8.85,8.42
9.01,8.25,8.50,8.37
9.01,8.75,6.75,7.75
9.02,4.85,4.45,4.65
9.02,5.70,3.20,4.45
9.02,6.05,6.25,6.15
9.02,6.30,5.50,5.90
9.02,6.55,6.10,6.32
9.02,6.85,5.10,5.97
9.02,7.10,8.50,7.80
9.02,7.35,6.40,6.87
9.02,7.55,6.20,6.87
9.02,7.80,6.85,7.32
9.02,8.05,7.60,7.82
9.02,8.40,6.05,7.22
9.02,8.80,6.90,7.85
9.03,4.65,4.80,4.72
9.03,5.60,6.35,5.97
9.03,6.00,4.40,5.20
9.03,6.30,5.90,6.10
9.03,6.55,6.45,6.50
9.03,6.75,5.25,6.00
9.03,6.95,8.10,7.52
9.03,7.15,5.10,6.12
9.03,7.30,6.80,7.05
9.03,7.45,8.80,8.12
9.03,7.65,6.60,7.12
9.03,7.75,9.15,8.45
9.03,8.05,6.05,7.05
9.03,8.30,6.05,7.17
9.03,8.50,8.80,8.65
9.04,3.35,3.50,3.42
9.04,5.30,6.85,6.07
9.04,5.85,6.55,6.20
9.04,6.10,7.20,6.65
9.04,6.45,5.50,5.97
9.04,6.70,7.05,6.87
9.04,6.95,7.60,7.27
9.04,7.15,8.30,7.72
9.04,7.30,7.90,7.60
9.04,7.55,7.40,7.47
9.04,7.80,6.90,7.35
9.04,8.05,6.75,7.40
9.04,8.30,8.45,8.37
9.04,8.80,7.00,7.90
9.05,4.65,4.00,4.32
9.05,5.65,4.00,4.82
9.05,5.95,5.35,5.65
9.05,6.25,8.05,7.15
9.05,6.45,7.30,6.87
9.05,6.70,6.20,6.45
9.05,6.90,6.40,6.65
9.05,7.10,7.55,7.32
9.05,7.30,7.10,7.20
9.05,7.50,4.20,5.85
9.05,7.60,7.30,7.45
9.05,7.75,6.55,7.15
9.05,7.95,7.35,7.65
9.05,8.30,4.70,6.50
9.05,8.60,7.75,8.17
9.05,9.30,8.40,8.85
9.06,5.40,5.50,5.45
9.06,5.85,5.70,5.77
9.06,6.15,4.50,5.32
9.06,6.40,6.45,6.42
9.06,6.70,4.30,5.50
9.06,6.90,7.05,6.97
9.06,7.10,8.15,7.62
9.06,7.25,5.75,6.50
9.06,7.35,7.30,7.32
9.06,7.50,6.65,7.07
9.06,7.70,7.90,7.80
9.06,7.90,6.40,7.15
9.06,8.15,6.10,7.12
9.06,8.45,6.75,7.60
9.06,8.80,9.15,8.97
9.06,9.45,8.55,9.00
9.07,5.35,3.50,4.42
9.07,5.95,5.90,5.92
9.07,6.20,5.65,5.92
9.07,6.45,3.40,4.92
9.07,6.65,4.30,5.47
9.07,6.80,5.00,5.90
9.07,6.95,5.50,6.22
9.07,7.15,7.05,7.10
9.07,7.30,6.90,7.10
9.07,7.45,7.80,7.62
9.07,7.65,6.80,7.22
9.07,7.90,5.95,6.92
9.07,8.05,5.75,6.90
9.07,8.35,5.95,7.15
9.07,8.65,4.40,6.52
9.07,9.15,8.10,8.62
9.08,5.05,6.05,5.55
9.08,5.65,6.50,6.07
9.08,6.15,5.50,5.82
9.08,6.40,6.05,6.22
9.08,6.65,6.75,6.70
9.08,6.85,5.70,6.27
9.08,7.00,7.30,7.15
9.08,7.20,7.55,7.37
9.08,7.40,8.00,7.70
9.08,7.55,7.20,7.37
9.08,7.75,8.65,8.20
9.08,7.95,7.35,7.65
9.08,8.20,7.55,7.87
9.08,8.45,8.70,8.57
9.08,8.90,8.05,8.47
9.09,4.60,7.00,5.80
9.09,5.55,3.55,4.55
9.09,6.10,4.70,5.40
9.09,6.35,7.60,6.97
9.09,6.65,6.70,6.67
9.09,6.90,6.30,6.60
9.09,7.10,6.75,6.92
9.09,7.30,7.50,7.40
9.09,7.50,7.05,7.27
9.09,7.65,7.75,7.70
9.09,7.80,8.40,8.10
9.09,8.10,6.70,7.40
9.09,8.30,8.80,8.55
9.09,8.60,8.30,8.45
9.09,9.25,8.25,8.75
9.10,5.40,4.00,4.70
9.10,5.85,5.05,5.45
9.10,6.20,5.75,5.97
9.10,6.40,8.80,7.60
9.10,6.60,6.95,6.77
9.10,6.90,5.30,6.10
9.10,7.00,9.00,8.00
9.10,7.20,4.65,5.92
9.10,7.30,6.15,6.72
9.10,7.50,6.05,6.77
9.10,7.65,8.70,8.17
9.10,7.85,6.70,7.27
9.10,8.00,7.05,7.52
9.10,8.20,6.30,7.25
9.10,8.50,5.55,7.02
9.10,9.10,9.05,9.07
9.11,5.20,6.75,5.97
9.11,5.80,4.20,5.00
9.11,6.15,7.20,6.67
9.11,6.55,4.70,5.62
9.11,6.75,5.55,6.15
9.11,6.95,6.60,6.77
9.11,7.15,7.15,7.15
9.11,7.35,5.40,6.37
9.11,7.50,6.15,6.82
9.11,7.70,7.00,7.35
9.11,7.95,6.95,7.45
9.11,8.15,8.40,8.27
9.11,8.35,6.90,7.62
9.11,8.55,8.80,8.67
9.11,8.95,8.20,8.57
9.12,4.80,4.00,4.40
9.12,5.55,6.50,6.02
9.12,6.05,4.10,5.07
9.12,6.30,5.15,5.72
9.12,6.50,6.70,6.60
9.12,6.70,5.50,6.10
9.12,6.90,4.70,5.80
9.12,7.05,4.70,5.87
9.12,7.25,7.95,7.60
9.12,7.40,8.35,7.87
9.12,7.55,9.20,8.37
9.12,7.75,8.60,8.17
9.12,7.95,8.45,8.20
9.12,8.15,7.25,7.70
9.12,8.35,7.50,7.92
9.12,8.75,6.55,7.65
9.12,9.50,8.50,9.00
9.13,5.60,4.00,4.80
9.13,6.00,7.00,6.50
9.13,6.35,5.80,6.07
9.13,6.65,7.90,7.27
9.13,6.85,7.05,6.95
9.13,7.05,6.30,6.67
9.13,7.20,6.20,6.70
9.13,7.30,7.95,7.62
9.13,7.50,5.05,6.27
9.13,7.65,5.55,6.60
9.13,7.80,7.70,7.75
9.13,7.90,8.85,8.37
9.13,8.15,8.35,8.25
9.13,8.40,9.10,8.75
9.13,8.75,8.15,8.45
9.13,9.15,7.20,8.17
9.14,5.35,4.50,4.92
9.14,5.90,5.50,5.70
9.14,6.30,5.90,6.10
9.14,6.60,5.70,6.15
9.14,6.75,8.80,7.77
9.14,6.95,7.25,7.10
9.14,7.15,6.90,7.02
9.14,7.35,5.50,6.42
9.14,7.50,6.25,6.87
9.14,7.65,6.65,7.15
9.14,7.80,5.45,6.62
9.14,7.95,7.10,7.52
9.14,8.15,6.00,7.07
9.14,8.40,6.80,7.60
9.14,8.75,4.90,6.82
9.14,9.00,8.85,8.92
9.15,4.95,4.00,4.47
9.15,5.75,4.55,5.15
9.15,6.10,4.65,5.37
9.15,6.35,4.40,5.37
9.15,6.55,4.55,5.55
9.15,6.75,5.65,6.20
9.15,6.95,5.75,6.35
9.15,7.15,5.80,6.47
9.15,7.30,5.25,6.27
9.15,7.45,5.90,6.67
9.15,7.65,3.75,5.70
9.15,7.85,6.60,7.22
9.15,8.05,6.95,7.50
9.15,8.25,7.50,7.87
9.15,8.45,5.80,7.12
9.15,8.70,5.35,7.02
9.15,9.25,7.50,8.37
9.16,5.40,4.75,5.07
9.16,6.05,4.10,5.07
9.16,6.45,5.85,6.15
9.16,6.70,5.50,6.10
9.16,6.90,7.45,7.17
9.16,7.15,4.15,5.65
9.16,7.30,6.95,7.12
9.16,7.50,6.55,7.02
9.16,7.65,4.55,6.10
9.16,7.80,6.90,7.35
9.16,8.00,5.60,6.80
9.16,8.15,7.65,7.90
9.16,8.35,7.70,8.02
9.16,8.60,8.40,8.50
9.16,9.00,8.00,8.50
9.17,5.00,8.20,6.60
9.17,5.80,7.70,6.75
9.17,6.10,7.30,6.70
9.17,6.40,6.15,6.27
9.17,6.70,4.35,5.52
9.17,6.95,5.75,6.35
9.17,7.15,4.20,5.67
9.17,7.35,7.80,7.57
9.17,7.50,6.45,6.97
9.17,7.70,7.15,7.42
9.17,7.90,6.00,6.95
9.17,8.05,7.20,7.62
9.17,8.25,7.80,8.02
9.17,8.45,7.75,8.10
9.17,8.85,7.50,8.17
9.18,4.40,5.80,5.10
9.18,5.70,5.15,5.42
9.18,6.15,4.20,5.17
9.18,6.45,4.70,5.57
9.18,6.70,4.90,5.80
9.18,6.90,5.00,5.95
9.18,7.10,4.70,5.90
9.18,7.25,6.25,6.75
9.18,7.40,4.55,5.97
9.18,7.55,5.30,6.42
9.18,7.70,4.25,5.97
9.18,7.85,5.25,6.55
9.18,8.00,6.75,7.37
9.18,8.10,8.15,8.12
9.18,8.30,6.95,7.62
9.18,8.50,8.30,8.40
9.18,8.75,8.20,8.47
9.18,9.30,8.35,8.82
9.19,5.40,6.30,5.85
9.19,6.00,4.70,5.35
9.19,6.50,4.30,5.40
9.19,6.70,8.35,7.52
9.19,6.90,6.05,6.47
9.19,7.10,6.75,6.92
9.19,7.20,8.25,7.72
9.19,7.45,5.40,6.42
9.19,7.55,8.65,8.10
9.19,7.75,8.15,7.95
9.19,7.95,8.30,8.12
9.19,8.10,7.85,7.97
9.19,8.25,8.35,8.30
9.19,8.50,8.05,8.27
9.19,8.80,8.35,8.57
9.19,9.45,8.30,8.87
9.20,5.70,6.50,6.10
9.20,6.10,5.95,6.02
9.20,6.45,5.70,6.07
9.20,6.75,7.30,7.02
9.20,7.00,7.25,7.12
9.20,7.15,5.55,6.35
9.20,7.30,7.30,7.30
9.20,7.45,7.40,7.42
9.20,7.65,4.60,6.12
9.20,7.80,6.75,7.27
9.20,7.95,8.00,7.97
9.20,8.10,7.75,7.92
9.20,8.30,6.20,7.25
9.20,8.50,7.60,8.05
9.20,8.70,7.60,8.15
9.20,9.00,6.75,7.87
9.21,4.95,5.25,5.10
9.21,5.75,5.35,5.55
9.21,6.20,3.60,4.90
9.21,6.45,7.05,6.75
9.21,6.75,4.65,5.70
9.21,6.95,7.30,7.12
9.21,7.10,5.15,6.12
9.21,7.25,7.85,7.55
9.21,7.40,5.95,6.67
9.21,7.55,7.45,7.50
9.21,7.70,8.40,8.05
9.21,7.90,5.80,6.85
9.21,8.00,8.20,8.10
9.21,8.15,8.30,8.22
9.21,8.30,8.10,8.20
9.21,8.55,6.35,7.45
9.21,8.75,8.65,8.70
9.21,9.15,8.30,8.72
9.22,5.25,3.50,4.37
9.22,6.00,5.10,5.55
9.22,6.40,6.80,6.60
9.22,6.70,4.00,5.35
9.22,6.85,8.25,7.55
9.22,7.05,7.35,7.20
9.22,7.25,5.50,6.37
9.22,7.45,5.10,6.27
9.22,7.60,6.65,7.12
9.22,7.70,8.90,8.30
9.22,7.90,5.65,6.77
9.22,8.05,7.50,7.77
9.22,8.20,7.00,7.60
9.22,8.30,7.55,7.92
9.22,8.45,7.95,8.20
9.22,8.65,9.05,8.85
9.22,9.00,6.00,7.50
9.22,9.65,8.95,9.30
9.23,5.70,6.10,5.90
9.23,6.15,6.65,6.40
9.23,6.60,6.45,6.52
9.23,6.85,3.60,5.22
9.23,7.05,5.00,6.02
9.23,7.20,6.70,6.95
9.23,7.40,8.00,7.70
9.23,7.60,7.60,7.60
9.23,7.80,8.40,8.10
9.23,8.00,6.10,7.05
9.23,8.15,7.80,7.97
9.23,8.35,5.90,7.12
9.23,8.50,7.50,8.00
9.23,8.75,8.85,8.80
9.23,9.35,6.40,7.87
9.24,5.65,5.00,5.32
9.24,6.35,4.75,5.55
9.24,6.60,6.55,6.57
9.24,6.80,7.15,6.97
9.24,7.05,4.90,5.97
9.24,7.20,5.65,6.42
9.24,7.30,5.35,6.32
9.24,7.45,7.80,7.62
9.24,7.60,7.35,7.47
9.24,7.75,7.05,7.40
9.24,7.95,7.10,7.52
9.24,8.10,8.10,8.10
9.24,8.25,8.05,8.15
9.24,8.45,7.75,8.10
9.24,8.65,8.70,8.67
9.24,8.95,6.90,7.92
9.25,4.95,4.95,4.95
9.25,5.85,5.00,5.42
9.25,6.20,5.60,5.90
9.25,6.60,5.90,6.25
9.25,6.80,4.65,5.72
9.25,7.00,6.15,6.57
9.25,7.10,7.15,7.12
9.25,7.30,5.55,6.42
9.25,7.45,5.70,6.57
9.25,7.60,6.80,7.20
9.25,7.75,5.00,6.37
9.25,7.85,8.15,8.00
9.25,8.05,8.85,8.45
9.25,8.25,9.10,8.67
9.25,8.45,7.95,8.20
9.25,8.80,7.25,8.02
9.25,9.35,9.35,9.35
9.26,5.75,4.30,5.02
9.26,6.10,6.55,6.32
9.26,6.50,3.10,4.80
9.26,6.70,4.30,5.50
9.26,6.95,4.15,5.55
9.26,7.10,4.30,5.70
9.26,7.25,8.35,7.80
9.26,7.40,4.80,6.10
9.26,7.55,7.30,7.42
9.26,7.75,5.20,6.47
9.26,7.85,9.20,8.52
9.26,8.05,6.75,7.40
9.26,8.20,7.10,7.65
9.26,8.35,6.20,7.27
9.26,8.50,7.90,8.20
9.26,8.75,4.80,6.77
9.26,9.00,7.70,8.35
9.26,9.60,9.05,9.32
9.27,5.75,6.65,6.20
9.27,6.20,6.95,6.57
9.27,6.50,6.10,6.30
9.27,6.80,7.85,7.32
9.27,7.00,7.30,7.15
9.27,7.20,7.55,7.37
9.27,7.35,8.60,7.97
9.27,7.50,7.95,7.72
9.27,7.65,7.55,7.60
9.27,7.85,6.95,7.40
9.27,8.00,8.35,8.17
9.27,8.20,8.15,8.17
9.27,8.35,8.45,8.40
9.27,8.50,8.15,8.32
9.27,8.70,8.45,8.57
9.27,8.95,7.50,8.22
9.27,9.30,8.80,9.05
9.28,5.70,5.00,5.35
9.28,6.15,4.10,5.12
9.28,6.45,5.80,6.12
9.28,6.75,6.70,6.72
9.28,7.00,6.25,6.62
9.28,7.15,5.80,6.47
9.28,7.30,7.80,7.55
9.28,7.45,7.65,7.55
9.28,7.60,8.15,7.87
9.28,7.80,6.55,7.17
9.28,7.95,7.25,7.60
9.28,8.15,4.80,6.47
9.28,8.25,8.95,8.60
9.28,8.45,7.95,8.20
9.28,8.60,7.70,8.15
9.28,8.80,8.40,8.60
9.28,9.00,7.95,8.47
9.28,9.75,9.10,9.42
9.29,5.80,4.85,5.32
9.29,6.40,5.00,5.70
9.29,6.70,8.45,7.57
9.29,6.95,4.00,5.47
9.29,7.15,6.60,6.87
9.29,7.30,6.35,6.82
9.29,7.45,8.85,8.15
9.29,7.55,6.95,7.25
9.29,7.75,5.55,6.65
9.29,7.85,7.45,7.65
9.29,8.00,6.80,7.40
9.29,8.10,7.00,7.55
9.29,8.25,2.50,5.37
9.29,8.35,6.65,7.50
9.29,8.50,8.60,8.55
9.29,8.70,5.00,6.85
9.29,8.90,7.40,8.15
9.29,9.30,9.35,9.32
9.30,5.55,4.00,4.77
9.30,6.20,5.70,5.95
9.30,6.55,7.20,6.87
9.30,6.80,7.30,7.05
9.30,7.05,8.75,7.90
9.30,7.25,7.80,7.52
9.30,7.45,6.35,6.90
9.30,7.60,7.85,7.72
9.30,7.80,6.65,7.22
9.30,7.90,6.65,7.27
9.30,8.00,7.90,7.95
9.30,8.15,6.30,7.22
9.30,8.25,6.45,7.35
9.30,8.45,6.95,7.70
9.30,8.65,6.00,7.32
9.30,8.85,9.30,9.07
9.30,9.25,7.65,8.45
9.31,4.95,7.60,6.27
9.31,6.05,4.95,5.50
9.31,6.35,5.50,5.92
9.31,6.65,4.80,5.72
9.31,6.80,6.10,6.45
9.31,7.05,7.00,7.02
9.31,7.25,6.50,6.87
9.31,7.45,7.95,7.70
9.31,7.55,8.35,7.95
9.31,7.70,7.35,7.52
9.31,7.85,7.90,7.87
9.31,8.00,8.05,8.02
9.31,8.15,8.45,8.30
9.31,8.30,8.05,8.17
9.31,8.50,6.25,7.37
9.31,8.65,8.90,8.77
9.31,8.95,7.45,8.20
9.31,9.25,7.70,8.47
9.32,5.55,5.00,5.27
9.32,6.00,5.95,5.97
9.32,6.35,4.60,5.47
9.32,6.60,7.05,6.82
9.32,6.80,7.00,6.90
9.32,7.05,7.65,7.35
9.32,7.30,5.65,6.47
9.32,7.40,8.60,8.00
9.32,7.55,8.75,8.15
9.32,7.70,8.25,7.97
9.32,7.85,8.50,8.17
9.32,8.05,5.20,6.62
9.32,8.15,7.95,8.05
9.32,8.30,6.25,7.27
9.32,8.40,8.80,8.60
9.32,8.55,9.10,8.82
9.32,8.80,7.85,8.32
9.32,9.15,8.80,8.97
9.33,5.35,5.65,5.50
9.33,6.20,6.55,6.37
9.33,6.55,5.60,6.07
9.33,6.80,6.20,6.50
9.33,7.10,5.75,6.42
9.33,7.25,8.40,7.82
9.33,7.35,7.95,7.65
9.33,7.55,3.20,5.37
9.33,7.65,8.95,8.30
9.33,7.85,4.70,6.27
9.33,7.95,7.95,7.95
9.33,8.10,9.25,8.67
9.33,8.25,6.35,7.30
9.33,8.40,8.85,8.62
9.33,8.60,7.95,8.27
9.33,8.75,8.05,8.40
9.33,8.95,8.15,8.55
9.33,9.20,7.80,8.50
9.34,5.05,5.20,5.12
9.34,6.15,5.40,5.77
9.34,6.55,6.45,6.50
9.34,6.80,7.15,6.97
9.34,7.00,8.60,7.80
9.34,7.20,7.00,7.10
9.34,7.35,6.85,7.10
9.34,7.50,6.60,7.05
9.34,7.65,7.00,7.32
9.34,7.80,7.15,7.47
9.34,7.95,6.55,7.25
9.34,8.05,6.85,7.45
9.34,8.25,6.00,7.12
9.34,8.35,8.40,8.37
9.34,8.55,8.40,8.47
9.34,8.70,6.75,7.72
9.34,8.85,8.85,8.85
9.34,9.10,6.30,7.70
9.34,9.60,9.80,9.70
9.35,5.80,4.20,5.00
9.35,6.25,5.35,5.80
9.35,6.60,8.20,7.40
9.35,6.90,6.45,6.67
9.35,7.10,7.00,7.05
9.35,7.35,4.85,6.10
9.35,7.50,6.95,7.22
9.35,7.65,7.55,7.60
9.35,7.80,8.25,8.02
9.35,7.95,8.25,8.10
9.35,8.10,7.70,7.90
9.35,8.25,7.45,7.85
9.35,8.35,7.55,7.95
9.35,8.55,6.05,7.30
9.35,8.70,6.85,7.77
9.35,8.90,7.30,8.10
9.35,9.15,7.55,8.35
9.35,9.70,7.65,8.67
9.36,5.85,5.55,5.70
9.36,6.35,6.40,6.37
9.36,6.65,7.25,6.95
9.36,6.85,7.00,6.92
9.36,7.00,9.20,8.10
9.36,7.20,8.55,7.87
9.36,7.35,7.90,7.62
9.36,7.50,7.25,7.37
9.36,7.65,8.10,7.87
9.36,7.80,6.20,7.00
9.36,7.95,8.00,7.97
9.36,8.15,6.65,7.40
9.36,8.30,7.40,7.85
9.36,8.50,9.15,8.82
9.36,8.70,8.35,8.52
9.36,8.90,7.55,8.22
9.36,9.10,8.75,8.92
9.36,9.55,8.50,9.02
9.37,5.95,5.45,5.70
9.37,6.50,7.40,6.95
9.37,6.85,5.00,5.92
9.37,7.05,6.90,6.97
9.37,7.25,6.20,6.72
9.37,7.40,7.15,7.27
9.37,7.60,4.85,6.22
9.37,7.70,9.20,8.45
9.37,7.85,7.45,7.65
9.37,8.00,6.55,7.27
9.37,8.10,8.70,8.40
9.37,8.25,6.15,7.20
9.37,8.40,8.20,8.30
9.37,8.55,7.75,8.15
9.37,8.70,7.20,7.95
9.37,8.90,9.10,9.00
9.37,9.20,8.60,8.90
9.38,4.75,4.00,4.37
9.38,6.10,5.25,5.67
9.38,6.55,6.60,6.57
9.38,6.90,6.10,6.50
9.38,7.10,7.50,7.30
9.38,7.30,6.00,6.65
9.38,7.45,6.60,7.02
9.38,7.60,5.95,6.77
9.38,7.75,7.80,7.77
9.38,7.90,6.75,7.32
9.38,8.00,8.40,8.20
9.38,8.10,8.75,8.42
9.38,8.30,6.05,7.17
9.38,8.50,7.70,8.10
9.38,8.65,8.25,8.45
9.38,8.85,7.45,8.15
9.38,9.10,7.90,8.50
9.38,9.45,9.10,9.27
9.39,5.95,4.90,5.42
9.39,6.45,5.45,5.95
9.39,6.75,5.00,5.87
9.39,7.05,4.80,5.92
9.39,7.25,6.10,6.67
9.39,7.40,7.70,7.55
9.39,7.60,7.15,7.37
9.39,7.70,8.10,7.90
9.39,7.85,7.45,7.65
9.39,8.00,8.30,8.15
9.39,8.15,7.45,7.80
9.39,8.35,8.05,8.20
9.39,8.45,8.20,8.32
9.39,8.65,8.10,8.37
9.39,8.80,8.25,8.52
9.39,9.00,7.80,8.40
9.39,9.15,8.35,8.75
9.39,9.70,8.55,9.12
9.40,6.00,6.05,6.02
9.40,6.50,4.50,5.50
9.40,6.75,7.10,6.92
9.40,7.05,7.45,7.25
9.40,7.25,7.65,7.45
9.40,7.45,7.10,7.27
9.40,7.55,8.00,7.77
9.40,7.70,7.50,7.60
9.40,7.85,8.40,8.12
9.40,8.00,7.70,7.85
9.40,8.10,7.35,7.72
9.40,8.25,6.70,7.47
9.40,8.35,6.70,7.52
9.40,8.50,6.65,7.57
9.40,8.60,8.25,8.42
9.40,8.75,8.50,8.62
9.40,8.90,9.15,9.02
9.40,9.10,7.15,8.12
9.40,9.55,9.25,9.40
9.41,6.10,5.40,5.75
9.41,6.50,8.20,7.35
9.41,6.80,8.50,7.65
9.41,7.05,7.90,7.47
9.41,7.25,7.20,7.22
9.41,7.40,7.50,7.45
9.41,7.55,7.35,7.45
9.41,7.65,7.75,7.70
9.41,7.80,8.50,8.15
9.41,8.00,4.00,6.00
9.41,8.10,6.40,7.25
9.41,8.25,7.30,7.77
9.41,8.35,8.50,8.42
9.41,8.50,7.35,7.92
9.41,8.70,5.10,6.90
9.41,8.85,7.85,8.35
9.41,9.00,8.75,8.87
9.41,9.35,7.10,8.22
9.42,5.60,3.50,4.55
9.42,6.35,4.75,5.55
9.42,6.65,4.50,5.57
9.42,6.90,4.70,5.80
9.42,7.10,5.80,6.45
9.42,7.25,8.25,7.75
9.42,7.40,7.40,7.40
9.42,7.55,5.90,6.72
9.42,7.65,7.30,7.47
9.42,7.80,7.70,7.75
9.42,7.95,8.25,8.10
9.42,8.10,7.95,8.02
9.42,8.25,6.70,7.47
9.42,8.40,3.05,5.72
9.42,8.50,5.65,7.07
9.42,8.60,8.00,8.30
9.42,8.75,7.35,8.05
9.42,8.85,9.20,9.02
9.42,9.00,8.20,8.60
9.42,9.20,8.45,8.82
9.42,9.70,8.60,9.15
9.43,6.15,6.10,6.12
9.43,6.80,4.05,5.42
9.43,7.05,5.75,6.40
9.43,7.25,7.95,7.60
9.43,7.50,6.25,6.87
9.43,7.65,6.50,7.07
9.43,7.75,7.45,7.60
9.43,7.95,7.20,7.57
9.43,8.05,6.40,7.22
9.43,8.15,6.80,7.47
9.43,8.25,8.25,8.25
9.43,8.35,8.75,8.55
9.43,8.50,6.90,7.70
9.43,8.60,8.35,8.47
9.43,8.75,8.20,8.47
9.43,8.90,6.90,7.90
9.43,9.10,8.25,8.67
9.43,9.35,7.85,8.60
9.44,5.45,5.65,5.55
9.44,6.45,6.40,6.42
9.44,6.85,4.65,5.75
9.44,7.05,7.80,7.42
9.44,7.30,7.85,7.57
9.44,7.55,7.40,7.47
9.44,7.70,6.10,6.90
9.44,7.80,8.55,8.17
9.44,7.95,7.55,7.75
9.44,8.05,7.35,7.70
9.44,8.15,8.50,8.32
9.44,8.30,8.15,8.22
9.44,8.45,6.90,7.67
9.44,8.55,8.20,8.37
9.44,8.70,8.55,8.62
9.44,8.90,7.65,8.27
9.44,9.05,8.75,8.90
9.44,9.30,9.25,9.27
9.44,10.00,8.60,9.30
9.45,6.15,4.75,5.45
9.45,6.65,7.00,6.82
9.45,6.95,6.80,6.87
9.45,7.15,8.40,7.77
9.45,7.40,6.70,7.05
9.45,7.55,6.65,7.10
9.45,7.70,6.45,7.07
9.45,7.80,8.65,8.22
9.45,7.90,8.15,8.02
9.45,8.00,8.85,8.42
9.45,8.10,8.80,8.45
9.45,8.20,9.30,8.75
9.45,8.40,7.45,7.92
9.45,8.55,6.05,7.30
9.45,8.65,8.90,8.77
9.45,8.80,9.45,9.12
9.45,9.00,8.00,8.50
9.45,9.15,7.20,8.17
9.45,9.40,7.95,8.67
9.46,5.80,6.85,6.32
9.46,6.45,7.85,7.15
9.46,6.80,7.60,7.20
9.46,7.05,7.40,7.22
9.46,7.30,6.30,6.80
9.46,7.45,7.65,7.55
9.46,7.60,7.45,7.52
9.46,7.70,7.50,7.60
9.46,7.85,5.80,6.82
9.46,7.95,7.35,7.65
9.46,8.10,8.00,8.05
9.46,8.20,8.70,8.45
9.46,8.35,8.05,8.20
9.46,8.45,8.60,8.52
9.46,8.60,7.35,7.97
9.46,8.75,7.10,7.92
9.46,8.90,6.70,7.80
9.46,9.10,7.00,8.05
9.46,9.35,8.45,8.90
9.47,4.30,4.80,4.55
9.47,6.30,4.55,5.42
9.47,6.80,5.20,6.00
9.47,7.00,7.15,7.07
9.47,7.20,8.30,7.75
9.47,7.40,6.50,6.95
9.47,7.50,7.75,7.62
9.47,7.65,6.05,6.85
9.47,7.75,8.25,8.00
9.47,7.95,6.35,7.15
9.47,8.05,8.30,8.17
9.47,8.20,6.60,7.40
9.47,8.30,5.65,6.97
9.47,8.40,8.00,8.20
9.47,8.55,6.80,7.67
9.47,8.65,8.05,8.35
9.47,8.75,8.20,8.47
9.47,8.90,7.75,8.32
9.47,9.10,6.70,7.90
9.47,9.30,8.20,8.75
9.47,9.75,9.20,9.47
